Order,Family,Family_English_name,Scientific_name,English_name_AviList,Range,IUCN_Red_List_Category,Species_code_Cornell_Lab
Struthioniformes,Struthionidae,Ostriches,Struthio molybdophanes,Somali Ostrich,"desert to savanna plains of northeastern Africa, from northern Ethiopia, Djibouti, and Somalia southward through far southeastern South Sudan, and southeastern Kenya",VU,ostric3
Struthioniformes,Struthionidae,Ostriches,Struthio camelus,Common Ostrich,,LC,ostric2
Casuariiformes,Casuariidae,Emu and Cassowaries,Dromaius novaehollandiae,Emu,,NE,emu1
Casuariiformes,Casuariidae,Emu and Cassowaries,Casuarius casuarius,Southern Cassowary,"New Guinea, including Aru Islands (off southwestern New Guinea) and northeastern Australia (northern Cape York Peninsula)",LC,soucas1
Casuariiformes,Casuariidae,Emu and Cassowaries,Casuarius bennetti,Dwarf Cassowary,,LC,dwacas1
Casuariiformes,Casuariidae,Emu and Cassowaries,Casuarius unappendiculatus,Northern Cassowary,"lowlands of New Guinea, including Raja Ampat Islands (off western New Guinea) and Yapen (Cenderawasih Bay, off northwestern New Guinea)",LC,norcas1
Apterygiformes,Apterygidae,Kiwis,Apteryx owenii,Little Spotted Kiwi,"Kapiti, South, and formerly North islands (New Zealand)",NT,liskiw1
Apterygiformes,Apterygidae,Kiwis,Apteryx maxima,Great Spotted Kiwi,montane forest of northwestern South Island (New Zealand),VU,grskiw1
Apterygiformes,Apterygidae,Kiwis,Apteryx australis,Southern Brown Kiwi,,VU,sobkiw1
Apterygiformes,Apterygidae,Kiwis,Apteryx rowi,Okarito Kiwi,"Okarito Forest (west coast of South Island, New Zealand)",VU,okbkiw1
Apterygiformes,Apterygidae,Kiwis,Apteryx mantelli,North Island Brown Kiwi,North Island (New Zealand),VU,nibkiw1
Rheiformes,Rheidae,Rheas,Rhea pennata,Lesser Rhea,,LC,lesrhe2
Rheiformes,Rheidae,Rheas,Rhea americana,Greater Rhea,,NT,grerhe1
Tinamiformes,Tinamidae,Tinamous,Tinamotis pentlandii,Puna Tinamou,"Andes of Peru to northern Bolivia, Chile and northwestern Argentina",LC,puntin1
Tinamiformes,Tinamidae,Tinamous,Tinamotis ingoufi,Patagonian Tinamou,savanna of southwestern Argentina and southern Chile,LC,pattin1
Tinamiformes,Tinamidae,Tinamous,Eudromia formosa,Quebracho Crested Tinamou,,LC,quctin1
Tinamiformes,Tinamidae,Tinamous,Eudromia elegans,Elegant Crested Tinamou,,LC,elctin1
Tinamiformes,Tinamidae,Tinamous,Taoniscus nanus,Dwarf Tinamou,interior southeastern Brazil and northeastern Argentina (Misiones),EN,dwatin1
Tinamiformes,Tinamidae,Tinamous,Nothura boraquira,White-bellied Nothura,northeastern Brazil to eastern Bolivia and northeastern Paraguay,LC,whbnot1
Tinamiformes,Tinamidae,Tinamous,Nothura minor,Lesser Nothura,semiarid grassland and scrub of interior southeastern Brazil and east-central Paraguay,VU,lesnot1
Tinamiformes,Tinamidae,Tinamous,Nothura darwinii,Darwin's Nothura,,LC,darnot1
Tinamiformes,Tinamidae,Tinamous,Nothura maculosa,Spotted Nothura,,LC,sponot1
Tinamiformes,Tinamidae,Tinamous,Rhynchotus maculicollis,Huayco Tinamou,Andes of northwestern Bolivia to northwestern Argentina,LC,huatin1
Tinamiformes,Tinamidae,Tinamous,Rhynchotus rufescens,Red-winged Tinamou,,LC,rewtin1
Tinamiformes,Tinamidae,Tinamous,Nothoprocta taczanowskii,Taczanowski's Tinamou,Andes of south-central Peru (Junín to Puno),VU,tactin1
Tinamiformes,Tinamidae,Tinamous,Nothoprocta ornata,Ornate Tinamou,,LC,orntin1
Tinamiformes,Tinamidae,Tinamous,Nothoprocta perdicaria,Chilean Tinamou,,LC,chitin1
Tinamiformes,Tinamidae,Tinamous,Nothoprocta cinerascens,Brushland Tinamou,,LC,brutin1
Tinamiformes,Tinamidae,Tinamous,Nothoprocta pentlandii,Andean Tinamou,,LC,andtin1
Tinamiformes,Tinamidae,Tinamous,Nothoprocta curvirostris,Curve-billed Tinamou,,LC,cubtin1
Tinamiformes,Tinamidae,Tinamous,Nothocercus julius,Tawny-breasted Tinamou,Andes of central Colombia and far western Venezuela; also south-central Peru,LC,tabtin1
Tinamiformes,Tinamidae,Tinamous,Nothocercus bonapartei,Highland Tinamou,,LC,higtin1
Tinamiformes,Tinamidae,Tinamous,Nothocercus nigrocapillus,Hooded Tinamou,,LC,hootin1
Tinamiformes,Tinamidae,Tinamous,Tinamus tao,Grey Tinamou,,VU,grytin1
Tinamiformes,Tinamidae,Tinamous,Tinamus solitarius,Solitary Tinamou,eastern Brazil to southeastern Paraguay and far northeastern Argentina (Misiones),NT,soltin1
Tinamiformes,Tinamidae,Tinamous,Tinamus osgoodi,Black Tinamou,,VU,blatin1
Tinamiformes,Tinamidae,Tinamous,Tinamus major,Great Tinamou,,LC,gretin1
Tinamiformes,Tinamidae,Tinamous,Tinamus guttatus,White-throated Tinamou,southeastern Colombia and southern Venezuela to northern Bolivia and Amazonian Brazil,NT,whttin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus cinereus,Cinereous Tinamou,"southeastern Colombia to the Guianas, southern Venezuela, northern Bolivia, and northeastern Brazil",LC,cintin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus berlepschi,Berlepsch's Tinamou,tropical forest of northwestern Colombia to northwestern Ecuador,LC,bertin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus soui,Little Tinamou,,LC,littin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus ptaritepui,Tepui Tinamou,tepuis of southern Venezuela (Ptari-tepui and Sororopán-tepui),LC,teptin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus obsoletus,Brown Tinamou,,LC,brotin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus undulatus,Undulated Tinamou,,LC,undtin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus transfasciatus,Pale-browed Tinamou,tropical forest of western Ecuador to northwestern Peru,NT,pabtin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus strigulosus,Brazilian Tinamou,"tropical southern Amazonian Brazil, adjacent eastern Peru and northwestern Bolivia",LC,bratin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus duidae,Grey-legged Tinamou,tropical forest of east-central Colombia to southern Venezuela,LC,gyltin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus erythropus,Red-legged Tinamou,,LC,reltin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus noctivagus,Yellow-legged Tinamou,,NT,yeltin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus atrocapillus,Black-capped Tinamou,,LC,blctin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus boucardi,Slaty-breasted Tinamou,,VU,slbtin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus kerriae,Choco Tinamou,humid foothills of far southeastern Panama and northwestern Colombia,NT,chotin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus variegatus,Variegated Tinamou,"Colombia to Venezuela, the Guianas, northern Bolivia, and Amazonian Brazil",LC,vartin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus cinnamomeus,Thicket Tinamou,,LC,thitin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus brevirostris,Rusty Tinamou,disjunctly in humid forest of northwestern Brazil and probably adjacent far eastern Colombia; and the Guianas and northeastern Amazonian Brazil (Amapá),LC,rustin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus bartletti,Bartlett's Tinamou,"tropical western Amazonian Brazil, eastern Peru, and northern Bolivia",LC,bartin2
Tinamiformes,Tinamidae,Tinamous,Crypturellus parvirostris,Small-billed Tinamou,patchily distributed in Amazon basin southward to northeastern Argentina,LC,smbtin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus casiquiare,Barred Tinamou,far eastern Colombia and adjacent southern Venezuela,LC,bartin1
Tinamiformes,Tinamidae,Tinamous,Crypturellus tataupa,Tataupa Tinamou,,LC,tattin1
Anseriformes,Anhimidae,Screamers,Anhima cornuta,Horned Screamer,lowlands of Venezuela to northern Bolivia and Amazonian Brazil,LC,horscr1
Anseriformes,Anhimidae,Screamers,Chauna chavaria,Northern Screamer,northern Colombia and northwestern Venezuela,LC,norscr1
Anseriformes,Anhimidae,Screamers,Chauna torquata,Southern Screamer,wet lowlands of southeastern Peru to northern Argentina and southern Brazil,LC,souscr1
Anseriformes,Anseranatidae,Magpie Goose,Anseranas semipalmata,Magpie Goose,"south-central New Guinea, northern and eastern Australia (Kimberley region eastwards to northern Queensland, southwards to southeastern South Australia)",LC,maggoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Thalassornis leuconotus,White-backed Duck,,LC,whbduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna guttata,Spotted Whistling Duck,"southern Philippines and Sulawesi to New Guinea, Bismarck Archipelago, and northern Australia (Tiwi Islands off Northern Territory, and north-eastern Queensland)",LC,spwduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna eytoni,Plumed Whistling Duck,"northern and eastern Australia (Pilbara and Kimberley regions eastwards to northern Queensland, southwards to northern Victoria)",LC,plwduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna viduata,White-faced Whistling Duck,"Africa, Madagascar, and Comoros; disjunctly Costa Rica to Brazil",LC,wfwduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna autumnalis,Black-bellied Whistling Duck,,LC,bbwduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna arborea,West Indian Whistling Duck,"Bahamas, Greater Antilles, and northern Lesser Antilles",NT,wiwduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna bicolor,Fulvous Whistling Duck,"eastern Africa, Madagascar, and southern Asia; disjunctly southern USA to Argentina",LC,fuwduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna arcuata,Wandering Whistling Duck,,LC,wawduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Dendrocygna javanica,Lesser Whistling Duck,Indian subcontinent to southeastern Asia and Greater Sundas,LC,lewduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Biziura lobata,Musk Duck,,LC,musduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Nettapus pulchellus,Green Pygmy Goose,"eastern Lesser Sundas, southern Moluccas, southern New Guinea, and tropical northern and eastern Australia (Kimberley region of Western Australia to central-eastern Queensland)",LC,grnpyg1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Nettapus coromandelianus,Cotton Pygmy Goose,,LC,copgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Nettapus auritus,African Pygmy Goose,sub-Saharan Africa (except southwestern Africa) and Madagascar,LC,afrpyg1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Stictonetta naevosa,Freckled Duck,Australia (except tropical north and Tasmania),LC,freduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Heteronetta atricapilla,Black-headed Duck,lowlands of central Chile to Paraguay and southward to central Argentina,LC,blhduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Nomonyx dominicus,Masked Duck,"northeastern Mexico and Caribbean southward to South America; west of the Andes to western Ecuador, and east of the Andes to northern Argentina and Brazil",LC,masduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Oxyura leucocephala,White-headed Duck,patchily distributed Mediterranean basin to central Asia,EN,whhduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Oxyura australis,Blue-billed Duck,"southwestern and southeastern Australia, including Tasmania",LC,blbduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Oxyura maccoa,Maccoa Duck,local in highlands of eastern and southern Africa,EN,macduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Oxyura vittata,Lake Duck,breeds southern Argentina and Chile; winters northward to southern Brazil and Paraguay,LC,lakduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Oxyura jamaicensis,Ruddy Duck,,NE,rudduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Plectropterus gambensis,Spur-winged Goose,,LC,spwgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Malacorhynchus membranaceus,Pink-eared Duck,Australia including eastern Tasmania,LC,pieduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Coscoroba coscoroba,Coscoroba Swan,"southern Brazil to Paraguay, Uruguay, Tierra del Fuego, and Falkland Islands",LC,cosswa1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cereopsis novaehollandiae,Cape Barren Goose,,LC,cabgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cygnus melancoryphus,Black-necked Swan,breeds far southern Brazil to Tierra del Fuego and Falkland Islands; some winter northward to São Paulo (southeastern Brazil),LC,blnswa2
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cygnus olor,Mute Swan,"west-central to east-central Palearctic region from central Europe to southeastern China; partially migratory southward; introduced widely including to western and southwestern Europe, Japan, southwestern Australia, and eastern North America",LC,mutswa
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cygnus atratus,Black Swan,"Australia including Tasmania but not tropical north; New Zealand, where formerly occurred but was eradicated, later was reintroduced and also self-colonized",LC,blkswa
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cygnus columbianus,Tundra Swan,,LC,tunswa
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cygnus cygnus,Whooper Swan,breeds Palearctic; winters to central Asia and southeastern China,LC,whoswa
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cygnus buccinator,Trumpeter Swan,breeds North America from western and central Alaska eastward through east-central Canada and southward through western and central USA; some southward movement in winter; early extirpations and subsequent reintroductions cloud distributional knowledge,LC,truswa
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta bernicla,Brant Goose,,LC,brant
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta ruficollis,Red-breasted Goose,"breeds low Arctic tundra of Yamal, Gydan, and Taymyr peninsulas (northwestern Siberia); winters to western and southern Black Sea and southern Caspian Sea; prone to vagrancy elsewhere in Eurasia",VU,rebgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta sandvicensis,Nene,upland lava flows of Hawaii; reintroduced to Kaua‘i and Maui,NT,hawgoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis,Canada Goose,,LC,cangoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta leucopsis,Barnacle Goose,"breeds high Arctic eastern Greenland, Svalbard (north of Norway), Novaya Zemlya and nearby Kolguyev and Vaygach islands (northwestern Russia); winters to coastal northern British Isles, southern Scandinavia, and northwestern Europe",LC,bargoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta hutchinsii,Cackling Goose,,LC,cacgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser indicus,Bar-headed Goose,breeds alpine lakes in central Asia; winters to India and Myanmar,LC,bahgoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser canagicus,Emperor Goose,"breeds in northeastern Siberia and western Alaska; winters mainly in Alaska, from the Aleutian Islands to the Alaska Peninsula",LC,empgoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser rossii,Ross's Goose,breeds tundra of arctic north-central Canada; winters to western and central USA and central Mexico,LC,rosgoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser caerulescens,Snow Goose,,LC,snogoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser anser,Greylag Goose,,LC,gragoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser cygnoides,Swan Goose,breeds central Asia and Mongolia to southeastern Siberia; winters to southeastern China,EN,swagoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser erythropus,Lesser White-fronted Goose,"breeds arctic Eurasia; winters to southern Europe, India, and China",VU,lwfgoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser albifrons,Greater White-fronted Goose,,LC,gwfgoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser serrirostris,Tundra Bean Goose,,NE,tunbeg1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser brachyrhynchus,Pink-footed Goose,"breeds Greenland, Iceland, and Spitsbergen; winters northwestern Europe",LC,pifgoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser fabalis,Taiga Bean Goose,,NE,taibeg1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata,Torrent Duck,,LC,torduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Callonetta leucophrys,Ringed Teal,"southern Brazil, Bolivia, Paraguay, Uruguay, and northeastern Argentina",LC,rintea1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cairina moschata,Muscovy Duck,"lowland wetlands from northern Mexico southward, west of the Andes, to southwestern Ecuador and, east of the Andes, to northeastern Argentina and Brazil; domestic varieties introduced almost worldwide",LC,musduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aix galericulata,Mandarin Duck,"breeds wooded ponds, swamps, and streams of northeastern Asia from southeastern Siberia, eastern China, Korean Peninsula, Japan, and Taiwan; winters to southeastern China and northern southeast Asia; introduced in Western Europe, and escapes frequent in USA",LC,manduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aix sponsa,Wood Duck,breeds inland waters of southern Canada to southern California in the west and east-central Texas to southern Florida and Cuba in the east; mostly absent as a breeder in interior west-central USA; winters to central Mexico and the Bahamas,LC,wooduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Neochen jubata,Orinoco Goose,Orinoco and Amazon river basins to northwestern Argentina,NT,origoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga melanoptera,Andean Goose,Andes of southern Peru to northwestern Argentina and central Chile,LC,andgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga picta,Upland Goose,,LC,uplgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga hybrida,Kelp Goose,,LC,kelgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga poliocephala,Ashy-headed Goose,southern Argentina and southern Chile to Tierra del Fuego,LC,ashgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga rubidiceps,Ruddy-headed Goose,"resident Falkland Islands; breeds southernmost Patagonia and Tierra del Fuego; migrates north to southern Buenos Aires province, Argentina",LC,ruhgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Radjah radjah,Radjah Shelduck,,LC,radshe1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Alopochen aegyptiaca,Egyptian Goose,"Nile Valley of Egypt and Sudan, and sub-Saharan Africa; introduced to western and central Europe, and southeastern USA",LC,egygoo
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Alopochen mauritiana,Mauritius Sheldgoose,"formerly Mauritius; extinct, likely since late 1600s",EX,maushe1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Alopochen kervazoi,Reunion Sheldgoose,"formerly Réunion; extinct, likely since late 1600s",EX,reushe1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna tadorna,Common Shelduck,breeds western Europe to east-central Asia; winters to northern Africa through southern Asia,LC,comshe
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna cristata,Crested Shelduck,"formerly Siberia and Korea; probably extinct, last reported 1916",CR,creshe1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna cana,South African Shelduck,Karoo of southern Africa,LC,soashe1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna ferruginea,Ruddy Shelduck,"breeds Iberian Peninsula and Mediterranean northern Africa eastward through southern Russia to eastern China and in the south through Türkiye to Tibetan Plateau including Ladakh; winters to Ethiopia, southern India, and southeastern Asia; introduced in central Europe and the Canary Islands, and appears frequently elsewhere",LC,rudshe
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna variegata,Paradise Shelduck,"North, South, Stewart, and satellite islands (New Zealand)",LC,parshe1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna tadornoides,Australian Shelduck,"southwestern and southeastern Australia, including Tasmania and satellite islands",LC,ausshe1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Clangula hyemalis,Long-tailed Duck,"breeds coastal Greenland (except northern), Iceland, northern Fennoscandia, northern Russia to Chukotka Peninsula, Alaska and northern Canada; winters mostly in coastal bays of northwestern Europe, Japan and Korean Peninsula, and Aleutian Islands to southwestern Canada",VU,lotduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Polysticta stelleri,Steller's Eider,"breeds northwestern and northeastern Siberia from Yamal Peninsula to Chukotka, and Arctic Coastal Plain, northern Alaska; winters to Kamchatka Peninsula, Commander and Kuril islands (southeastern Russia), and Aleutian Islands; also Kola Peninsula, Barents and White seas (northwestern Russia), and Baltic Sea",VU,steeid
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Camptorhynchus labradorius,Labrador Duck,"formerly coastal northeastern North America; extinct, last reported 1875",EX,labduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria fischeri,Spectacled Eider,"breeds north-central and northeastern Siberia from Lena Delta to Chukotka, and western and northern Alaska in Yukon Delta and Arctic Coastal Plain; winters polynyas (ice-free seas) between St. Lawrence and St. Matthew islands (northern Bering Sea)",NT,speeid
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria spectabilis,King Eider,"breeds coastal northern and central Greenland, Svalbard (north of Norway), Russia from east of the White Sea to Chukotka (northeastern Russia); Arctic Coastal Plain of Alaska, northern slope of Canada and associated arctic islands; winters to Kamchatka (southeastern Russia) and Aleutian Islands, Newfoundland (southeastern Canada), southern Greenland, Iceland, and northern Norway",LC,kineid
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima,Common Eider,,NT,comeid
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Histrionicus histrionicus,Harlequin Duck,"breeds eastern Siberia and northern Japan, Alaska southward to Oregon and Wyoming, eastern Canada (southeastern Baffin Island southward to the Gulf of St. Lawrence), Greenland and Iceland; winters coastally from Siberia to Japan and Korea, from Alaska to central California, to the northeastern USA, southern Greenland, and Iceland",LC,harduc
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta nigra,Common Scoter,"breeds southeastern Greenland, Iceland, Scotland, and northern and western Scandinavia to Olenyok River (north-central Siberia); winters to Baltic and North sea coasts, and eastern Atlantic coast to northwestern Africa",LC,blksco1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta americana,Black Scoter,"breeds Yana River to Kamchatka (eastern Siberia), Alaska eastward to northwestern Yukon; eastern Northwest Territories and southwestern Nunavut to Newfoundland (central to eastern Canada); winters to central Japan (western North Pacific coast); Aleutian Islands, eastern North Pacific coast to central California; western North Atlantic coast from Newfoundland to northern Florida",NT,blksco2
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta perspicillata,Surf Scoter,"breeds mainland Alaska through subarctic Canada eastward to Labrador; winters eastern Aleutian Islands to Baja California, and Prince Edward Island to North Carolina",LC,sursco
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta fusca,Velvet Scoter,"breeds northern Europe from Norway to Yenisey River (central Siberia) and northeastern Kazakhstan, also Türkiye and Georgia; winters to Baltic Sea, Denmark, and eastern coast of Britain",VU,whwsco3
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta deglandi,White-winged Scoter,breeds subarctic western Alaska to eastern shore of James Bay (east-central Canada); winters Aleutian Islands to central California (eastern North Pacific coast); and Gulf of St. Lawrence to New Jersey,LC,whwsco2
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta stejnegeri,Stejneger's Scoter,"breeds Yenisey Basin to Kamchatka (central and eastern Siberia), northeastern Kazakhstan, and northern and western Mongolia; winters to Kuril and Commander islands (southeastern Russia), coasts of Japan, and eastern Korean Peninsula (northeastern Pacific)",LC,whwsco1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala albeola,Bufflehead,breeds subarctic west-central Alaska and Canada eastward to eastern Quebec and (locally) northwestern and north-central USA; winters to central Mexico and northern Florida,LC,buffle
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala islandica,Barrow's Goldeneye,"breeds central Alaska southward to Oregon (formerly to northern California) and Wyoming; also in eastern Canada and Iceland; winters from southern Alaska to California and Wyoming, from the Maritime Provinces (Canada) southward to northeastern USA, and Iceland",LC,bargol
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala clangula,Common Goldeneye,,LC,comgol
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergellus albellus,Smew,"northern Eurasia; winters to North Africa, India, and eastern China",LC,smew
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophodytes cucullatus,Hooded Merganser,"breeds southeastern Alaska to northwestern USA, southern Manitoba to Nova Scotia (central and southeastern Canada) southward to eastern Texas and northern Florida; winters to southern California, southern Texas, and southern Florida",LC,hoomer
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus serrator,Red-breasted Merganser,"breeds southern Greenland, Iceland, northern British Isles, and Scandinavia to Sakhalin and Kamchatka peninsulas, and Kuril and Commander islands (southeastern Russia), in south through northern Kazakhstan and northeastern China; western Alaska mainland through mainland Canada from Arctic to northern Great Lakes and eastward to Nova Scotia; winters to coasts of southern Europe, Black and Caspian seas; Japan, Korean Peninsula, and eastern China; to west-central Mexico, Gulf Coast, and Florida",LC,rebmer
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus squamatus,Scaly-sided Merganser,"breeds eastern Siberia, Korean Peninsula, and northeastern China; winters to southern China",EN,scsmer1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus octosetaceus,Brazilian Merganser,"forest rivers, now mostly in a few sites in southeastern Brazil, at least formerly also in Paraguay and Misiones (northeastern Argentina); rare",CR,bramer1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus australis,New Zealand Merganser,"formerly Auckland Islands; extinct, last reported 1902",EX,auimer1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus merganser,Common Merganser,,LC,commer
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sarkidiornis melanotos,Knob-billed Duck,tropical Africa and Madagascar; disjunctly India to southern China,LC,comduc2
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sarkidiornis sylvicola,Comb Duck,tropical South America (east of the Andes) to northern Argentina,LC,comduc3
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Hymenolaimus malacorhynchos,Blue Duck,,EN,bluduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chenonetta jubata,Maned Duck,Australia including Tasmania (but not western deserts or Cape York Peninsula),LC,manduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cyanochen cyanoptera,Blue-winged Goose,highlands of Ethiopia,NT,buwgoo1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Pteronetta hartlaubii,Hartlaub's Duck,local in forest streams of equatorial western and central Africa,LC,harduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Marmaronetta angustirostris,Marbled Duck,Canary Islands and Mediterranean basin to far southwestern China,NT,martea1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Asarcornis scutulata,White-winged Duck,"northeastern India to southeastern Asia (rare), Sumatra, and (formerly) Java",CR,whwduc1
Anseriformes,Anatidae,"Ducks, Swans, and Geese",Rhodonessa caryophyllacea,Pink-headed Duck,"formerly India and Myanmar; probably extinct, last reported 1935",CR,pihduc1
