sciName,mainCommonName,order,family,continentDistribution,biogeographicRealm,iucnStatus,distributionNotes
Pteralopex_pulchra,Montane Monkey-faced Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,CR,
Pteralopex_taki,New Georgia Monkey-faced Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Acerodon_celebensis,Sulawesi Flying Fox,Chiroptera,Pteropodidae,Asia,Australasia,VU,
Acerodon_humilis,Talaud Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,EN,
Acerodon_jubatus,Golden-capped Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,EN,
Acerodon_leucotis,Palawan Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,VU,
Acerodon_macklotii,Sunda Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya|Australasia,VU (as Acerodon mackloti),
Neopteryx_frosti,Small-toothed Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,EN,
Pteropus_admiralitatum,Admiralty Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Pteropus_aldabrensis,Aldabra Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,EN,
Pteropus_alecto,Black Flying Fox,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Australasia,LC,
Pteropus_allenorum,Small Samoan Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),EX,
Pteropus_anetianus,Vanuatu Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_aruensis,Aru Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,CR,
Pteropus_brunneus,Percy Island Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EX,
Pteropus_caniceps,North Moluccan Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_capistratus,New Britain Masked Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_chrysoproctus,South Moluccan Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_cognatus,Makira Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_comorensis,Comoros Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,NE,
Pteropus_conspicillatus,Spectacled Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteropus_coxi,Large Samoan Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),EX,
Pteropus_dasymallus,Ryukyu Flying Fox,Chiroptera,Pteropodidae,Asia,Palearctic,VU,
Pteropus_ennisae,New Ireland Masked Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_faunulus,Nicobar Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,EN,
Pteropus_fundatus,Banks Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteropus_gilliardi,Gilliards' Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU (as Pteropus gilliardorum),
Pteropus_griseus,Wallacean Gray Flying Fox,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Australasia,VU,
Pteropus_howensis,Ontong Java Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,CR,
Pteropus_hypomelanus,Island Flying Fox,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Indomalaya|Australasia,NT,
Pteropus_intermedius,Andersen's Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,DD,
Pteropus_keyensis,Kai Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Indomalaya,DD,
Pteropus_livingstonii,Livingstone's Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,CR,
Pteropus_lombocensis,Lombok Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya|Australasia,DD,
Pteropus_lylei,Lyle's Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,VU,
Pteropus_macrotis,Big-eared Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Pteropus_mahaganus,Sanborn's Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Pteropus_mariannus,Marianas Flying Fox,Chiroptera,Pteropodidae,Asia?|Oceania (Continent),Oceania (Biorealm),EN,
Pteropus_medius,Indian Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Pteropus_melanopogon,Black-bearded Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteropus_melanotus,Black-eared Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,VU,
Pteropus_molossinus,Pohnpei Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),EN,
Pteropus_neohibernicus,Great Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Pteropus_niger,Greater Mascarene Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,EN,
Pteropus_nitendiensis,Temotu Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteropus_ocularis,Seram Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_ornatus,Ornate Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_pelagicus,Chuuk Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),EN,
Pteropus_pelewensis,Palau Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),VU,
Pteropus_personatus,Moluccan Masked Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Pteropus_pilosus,Large Palau Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),EX,
Pteropus_pohlei,Geelvink Bay Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_poliocephalus,Gray-headed Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_pselaphon,Bonin Flying Fox,Chiroptera,Pteropodidae,Asia,Oceania (Biorealm),EN,
Pteropus_pumilus,Little Golden-mantled Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,NT,
Pteropus_rayneri,Solomons Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,NT,
Pteropus_rennelli,Rennell Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteropus_rodricensis,Rodrigues Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,EN,
Pteropus_rufus,Malagasy Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,VU,
Pteropus_samoensis,Common Samoan Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),NT,
Pteropus_scapulatus,Little Red Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Pteropus_seychellensis,Seychelles Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Pteropus_speciosus,Philippine Gray Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,DD,
Pteropus_subniger,Lesser Mascarene Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,EX,
Pteropus_temminckii,Temminck's Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Pteropus_tokudae,Guam Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),EX,
Pteropus_tonganus,Pacific Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia|Oceania (Biorealm),LC,
Pteropus_tuberculatus,Vanikoro Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteropus_ualanus,Kosrae Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),EN,
Pteropus_vampyrus,Large Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya|Australasia,EN,
Pteropus_vetulus,New Caledonia Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,NT (as Pteropus vetula),
Pteropus_voeltzkowi,Pemba Flying Fox,Chiroptera,Pteropodidae,Africa,Afrotropic,VU,
Pteropus_woodfordi,Dwarf Flying Fox,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Styloctenium_mindorense,Mindoro Stripe-faced Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,EN (as Styloctenium mindorensis),
Styloctenium_wallacei,Wallace's Stripe-faced Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,NT,
Craseonycteris_thonglongyai,Kitti's Hog-nosed Bat,Chiroptera,Craseonycteridae,Asia,Indomalaya,NT,
Anthops_ornatus,Solomons Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,VU,
Asellia_arabica,Arabian Trident Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Palearctic,DD,
Asellia_italosomalica,Somalian Trident Roundleaf Bat,Chiroptera,Hipposideridae,Africa|Asia,Afrotropic,DD,
Asellia_patrizii,Patrizi's Trident Roundleaf Bat,Chiroptera,Hipposideridae,Africa|Asia,Afrotropic,LC,
Asellia_tridens,Geoffroy's Trident Roundleaf Bat,Chiroptera,Hipposideridae,Africa|Asia,Afrotropic|Palearctic,LC,
Aselliscus_dongbacanus,Dong Bac Trident Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NT,
Aselliscus_stoliczkanus,Stoliczka's Trident Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Palearctic,LC,
Aselliscus_tricuspidatus,Temminck's Trident Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Coelops_frithii,East Asian Tailless Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NT,
Coelops_hirsutus,Philippine Tailless Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NE,
Coelops_robinsoni,Malayan Tailless Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Doryrhina_camerunensis,Greater Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,DD,
Doryrhina_cyclops,Cyclops Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,LC,
Hipposideros_abae,Aba Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,LC,
Hipposideros_alongensis,Ha Long Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_antricola,Philippine Dusky Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NE,
Hipposideros_armiger,Great Himalayan Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Palearctic,LC,
Hipposideros_ater,Common Dusky Roundleaf Bat,Chiroptera,Hipposideridae,Asia|Oceania (Continent),Indomalaya|Australasia,LC,
Hipposideros_beatus,Benito Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,LC,
Hipposideros_bicolor,Bicolored Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Australasia,LC,
Hipposideros_boeadii,Boeadi's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Australasia,DD,
Hipposideros_brachyotus,Dobson's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NE,
Hipposideros_breviceps,Short-headed Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,DD,
Hipposideros_caffer,Sundevall's Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic|Palearctic,LC,
Hipposideros_calcaratus,Spurred Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Hipposideros_cervinus,Fawn-colored Roundleaf Bat,Chiroptera,Hipposideridae,Asia|Oceania (Continent),Indomalaya|Australasia,LC,
Hipposideros_cineraceus,Least Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Palearctic,LC,
Hipposideros_coronatus,Large Mindanao Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,DD,
Hipposideros_corynophyllus,Telefomin Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Hipposideros_coxi,Cox's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,EN,
Hipposideros_crumeniferus,Timor Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Australasia,DD,
Hipposideros_curtus,Short-tailed Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,EN,
Hipposideros_demissus,Makira Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,EN,
Hipposideros_diadema,Diadem Roundleaf Bat,Chiroptera,Hipposideridae,Asia|Oceania (Continent),Indomalaya|Australasia,LC,
Hipposideros_dinops,Fierce Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,VU,
Hipposideros_doriae,Bornean Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NT,
Hipposideros_durgadasi,Durga Das's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_dyacorum,Dayak Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_edwardshilli,Hill's Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,VU,
Hipposideros_einnaythu,House-dwelling Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,DD,
Hipposideros_fuliginosus,Sooty Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,LC,
Hipposideros_fulvus,Fulvus Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Palearctic,LC,
Hipposideros_galeritus,Cantor's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_gentilis,Andersen's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Palearctic,LC,
Hipposideros_grandis,Grand Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_griffini,Griffin's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NT,
Hipposideros_halophyllus,Thailand Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_hypophyllus,Kolar Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,CR,
Hipposideros_inexpectatus,Crested Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Australasia,DD,
Hipposideros_inornatus,Arnhem Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,VU,
Hipposideros_jonesi,Jones's Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,NT,
Hipposideros_khaokhouayensis,Phou Khao Khouay Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_kingstonae,Kingston's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NE,
Hipposideros_kunzi,Kunz's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NE,
Hipposideros_lamottei,Lamotte's Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,CR,
Hipposideros_lankadiva,Indian Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_larvatus,Horsfield's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Palearctic,LC,
Hipposideros_lekaguli,Large Asian Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NT,
Hipposideros_lylei,Shield-faced Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_macrobullatus,Big-eared Roundleaf Bat,Chiroptera,Hipposideridae,Asia|Oceania (Continent),Australasia,DD,
Hipposideros_madurae,Maduran Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NT,
Hipposideros_maggietaylorae,Maggie Taylor's Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Hipposideros_marisae,Aellen's Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,VU,
Hipposideros_megalotis,Large-eared Roundleaf Bat,Chiroptera,Hipposideridae,Africa|Asia,Afrotropic,LC,
Hipposideros_muscinus,Fly River Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Hipposideros_nequam,Malayan Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,DD,
Hipposideros_nicobarulae,Nicobar Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,EN,
Hipposideros_obscurus,Philippine Forest Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_orbiculus,Orbiculus Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_papua,Biak Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Hipposideros_pelingensis,Peleng Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Australasia,NT,
Hipposideros_pendleburyi,Pendlebury's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_pomona,Pomona Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,EN,
Hipposideros_poutensis,Allen's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NE,
Hipposideros_pygmaeus,Philippine Pygmy Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_ridleyi,Ridley's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_rotalis,Laotian Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_ruber,Noack's Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,LC,
Hipposideros_scutinares,Shield-nosed Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,VU,
Hipposideros_semoni,Semon's Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Hipposideros_sorenseni,Sorensen's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,EN,
Hipposideros_speoris,Schneider's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,LC,
Hipposideros_srilankaensis,Sri Lankan Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya,NE,
Hipposideros_stenotis,Northern Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,VU,
Hipposideros_sumbae,Sumban Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Australasia,LC,
Hipposideros_swinhoii,Swinhoe's Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Indomalaya|Palearctic,LC (as Hipposideros pratti),
Hipposideros_tephrus,Maghreb Roundleaf Bat,Chiroptera,Hipposideridae,Africa|Asia,Afrotropic|Palearctic,LC,
Hipposideros_turpis,Lesser Roundleaf Bat,Chiroptera,Hipposideridae,Asia,Palearctic,EN,
Hipposideros_wollastoni,Wollaston's Roundleaf Bat,Chiroptera,Hipposideridae,Oceania (Continent),Australasia,LC,
Macronycteris_commersonii,Commerson's Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,NT,
Macronycteris_cryptovalorona,Madagascar Cryptic Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,NE,
Macronycteris_gigas,Giant Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,LC,
Macronycteris_thomensis,Sao Tome Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,LC,
Macronycteris_vittata,Striped Roundleaf Bat,Chiroptera,Hipposideridae,Africa,Afrotropic,NT (as Macronycteris vittatus),
Cardioderma_cor,Heart-nosed False-vampire,Chiroptera,Megadermatidae,Africa,Afrotropic,LC,
Eudiscoderma_thongareeae,Thongaree's False-vampire,Chiroptera,Megadermatidae,Asia,Indomalaya,CR,
Lavia_frons,Yellow-winged False-vampire,Chiroptera,Megadermatidae,Africa,Afrotropic,LC,
Lyroderma_lyra,Indian Greater False-vampire,Chiroptera,Megadermatidae,Asia,Indomalaya|Palearctic,LC,
Lyroderma_sinense,Eastern Greater False-vampire,Chiroptera,Megadermatidae,Asia,Indomalaya|Palearctic,NE,
Macroderma_gigas,Ghost False-vampire,Chiroptera,Megadermatidae,Oceania (Continent),Australasia,VU,
Megaderma_spasma,Lesser Asian False-vampire,Chiroptera,Megadermatidae,Asia|Oceania (Continent),Indomalaya|Australasia,LC,
Rhinolophus_achilles,Queensland Horseshoe Bat,Chiroptera,Rhinolophidae,Oceania (Continent),Australasia,NE,
Rhinolophus_acrotis,Heuglin's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,NE,
Rhinolophus_acuminatus,Acuminate Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,LC,
Rhinolophus_adami,Adam's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,DD,
Rhinolophus_affinis,Intermediate Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya|Australasia|Palearctic,LC,
Rhinolophus_alcyone,Halcyon Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,LC,
Rhinolophus_alticolus,Cameroon Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,NE,
Rhinolophus_andamanensis,Homfray's Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,NE,
Rhinolophus_arcuatus,Arcuate Horseshoe Bat,Chiroptera,Rhinolophidae,Asia|Oceania (Continent),Indomalaya|Australasia,DD,
Rhinolophus_axillaris,Aba Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,NE,
Rhinolophus_beddomei,Beddome's Woolly Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,LC,
Rhinolophus_belligerator,Poso Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Australasia,EN,
Rhinolophus_blasii,Blasius's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa|Asia|Europe,Palearctic|Afrotropic,LC,
Rhinolophus_bocharicus,Bokhara Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Palearctic,LC,
Rhinolophus_borneensis,Bornean Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,LC,
Rhinolophus_canuti,Knud's Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya|Australasia,VU,
Rhinolophus_capensis,Cape Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,LC,
Rhinolophus_celebensis,Sulawesi Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya|Australasia,LC,
Rhinolophus_cervenyi,Červený's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,NE,
Rhinolophus_chaseni,Indochinese Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,NE,
Rhinolophus_chiewkweeae,Chiew Kwee's Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,DD,
Rhinolophus_chutamasae,Chutamas's Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,NE,
Rhinolophus_clivosus,Geoffroy's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa|Asia,Afrotropic|Palearctic,LC,
Rhinolophus_coelophyllus,Croslet Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,LC,
Rhinolophus_cognatus,Andaman Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,EN,
Rhinolophus_cohenae,Cohen's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,VU,
Rhinolophus_convexus,Convex Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya,DD,
Rhinolophus_cornutus,Little Japanese Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Palearctic,LC,
Rhinolophus_creaghi,Creagh's Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Indomalaya|Australasia,LC,
Rhinolophus_damarensis,Damara Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,LC,
Rhinolophus_darlingi,Darling's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,LC,
Rhinolophus_deckenii,Decken's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,NT,
Rhinolophus_denti,Dent's Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,LC,
Rhinolophus_dobsoni,Sudanese Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,NE,
Rhinolophus_eloquens,Eloquent Horseshoe Bat,Chiroptera,Rhinolophidae,Africa,Afrotropic,LC,
Rhinolophus_episcopus,Allen's Horseshoe Bat,Chiroptera,Rhinolophidae,Asia,Palearctic|Indomalaya,NE,
Rhinolophus_euryale,Mediterranean Horseshoe Bat,Chiroptera,Rhinolophidae,Africa|Asia|Europe,Palearctic,NT,
Rhinolophus_euryotis,New Guinea Broad-eared Horseshoe Bat,Chiroptera,Rhinolophidae,Asia|Oceania (Continent),Australasia,LC,
